Униграммы при Хи-2,Хи-квадрат,Униграммы при Взаимной инф.,Взаимная информация,Биграммы при Хи-2,Хи-квадрат (Биграммы),Биграммы при Взаимной инф.,Взаимная информация (Биграммы)
t2fnn,5.999999999999966,during,0.0008091506404092411,logic approaches,9.999999999999945,internet users,0.0014373202808829026
adjustable,5.999999999999966,branch,0.0008089612967550723,community is,9.999999999999945,test the,0.0014359401316884814
casting,5.999999999999966,gather,0.0008075832862159153,usage and,9.999999999999945,results were,0.0014345553188688945
cartography,5.999999999999966,increases,0.0008064907127824641,locked loop,9.999999999999945,internet of,0.001433388872566361
upstream,5.999999999999966,property,0.0008052024573816053,location privacy,9.999999999999945,only the,0.001430967118284881
upright,5.999999999999966,33,0.0008051597655136904,companies have,9.999999999999945,concepts and,0.0014289603634811566
upqc,5.999999999999966,eliminating,0.0008051597655136904,load variation,9.999999999999945,considering the,0.0014271941850841387
captioning,5.999999999999966,subjective,0.0008049210667830254,speech detection,9.999999999999945,user preferences,0.0014265892831720824
capacities,5.999999999999966,realistic,0.0008048830254725296,reducing bacteria,9.999999999999945,the society,0.0014265892831720824
tarantula,5.999999999999966,treatments,0.0008048830254725296,retrieval under,9.999999999999945,the secondary,0.0014265892831720824
taxation,5.999999999999966,story,0.0008046064539856514,tb tree,9.999999999999945,students learning,0.0014265892831720824
celiac,5.999999999999966,integrity,0.0008040537309431496,by controlling,9.999999999999945,associated to,0.0014265892831720824
synonymy,5.999999999999966,maintained,0.0007980638745534096,retrieval processes,9.999999999999945,image data,0.001426313550374266
clad,5.999999999999966,eventually,0.0007980638745534096,rank documents,9.999999999999945,terms for,0.001426313550374266
acn,5.999999999999966,pay,0.0007980638745534096,intellectual disability,9.999999999999945,structure of,0.0014262562859524092
citeseerx,5.999999999999966,protect,0.0007980638745534096,critical chain,9.999999999999945,which will,0.0014223234676214733
1998,5.999999999999966,replaced,0.0007980638745534096,air dropped,9.999999999999945,word vector,0.0014213137668499841
cultivators,5.999999999999966,exchange,0.0007979215759567736,integral pi,9.999999999999945,in heterogeneous,0.001420762050131562
chopping,5.999999999999966,partial,0.0007972753587847858,crop cultivation,9.999999999999945,and product,0.0014207602876868718
acg,5.999999999999966,put,0.000794974827638315,analyzing social,9.999999999999945,document search,0.0014207602876868718
acidic,5.999999999999966,kinds,0.0007946968181469982,based cross,9.999999999999945,in tcm,0.0014207602876868718
chloroacetic,5.999999999999966,shortcomings,0.000792331715144293,tasks as,9.999999999999945,based multimedia,0.0014207602876868718
chlorine,5.999999999999966,straightforward,0.000792331715144293,tcm english,9.999999999999945,the crime,0.001420760287686871
vacuum,5.999999999999966,inconsistent,0.000792331715144293,tcm external,9.999999999999945,power equipment,0.001420760287686871
chips,5.999999999999966,generalization,0.000792331715144293,crosscutting concerns,9.999999999999945,is represented,0.001420385822425211
swimming,5.999999999999966,minimizing,0.000792331715144293,traffic signals,9.999999999999945,input of,0.001420385822425211
chessboard,5.999999999999966,coverage,0.0007918831532665021,marketing strategies,9.999999999999945,multi objective,0.0014199315807237635
chef,5.999999999999966,decade,0.0007903870557642821,based clir,9.999999999999945,on various,0.0014198500041656473
certificates,5.999999999999966,subsequently,0.0007896122803815802,tcm syndrome,9.999999999999945,health and,0.0014196560995070927
curiosity,5.999999999999966,well,0.0007885404120220995,using conventional,9.999999999999945,graph and,0.0014196558479258924
uva,5.999999999999966,seen,0.0007884966589670533,based bug,9.999999999999945,intelligent agents,0.0014191036285036472
charcot,5.999999999999966,12,0.0007871505218821143,based energy,9.999999999999945,be analyzed,0.0014185956262147007
symmetrical,5.999999999999966,assisting,0.0007871505218821143,crisp bisimulations,9.999999999999945,environment the,0.0014185956262147007
symmetry,5.999999999999966,draw,0.0007863195424103811,based ir,9.999999999999945,we present,0.0014185041857149722
worlds,5.999999999999966,assumed,0.0007863195424103811,static obstacles,9.999999999999945,developed using,0.0014184450909345316
spanish,5.999999999999966,causing,0.0007859475394935622,by solar,9.999999999999945,was designed,0.0014184450909345316
spacing,5.999999999999966,puts,0.0007859475394935622,transformer faults,9.999999999999945,knowledge extraction,0.0014181688554328366
utilize,5.999999999999966,morphological,0.000785696456498044,with matlab,9.999999999999945,in comparison,0.001412940726410447
cgafl,5.999999999999966,above,0.0007849834977566887,upfc controller,9.999999999999945,lack of,0.0014113347069599639
cfies,5.999999999999966,iterative,0.0007847377994383226,with maximum,9.999999999999945,researchers and,0.001411015713879814
cffl,5.999999999999966,now,0.0007845587268226328,an equivalent,9.999999999999945,problem in,0.0014093110114119043
cals,5.999999999999966,guided,0.0007836313433514592,ranking with,9.999999999999945,interested in,0.00140771353870468
calibrate,5.999999999999966,balanced,0.0007823412546972691,ranking results,9.999999999999945,the images,0.001406771670303477
tcg,5.999999999999966,achieves,0.0007805509054420734,crafts and,9.999999999999945,is carried,0.0014057551815542038
unirag,5.999999999999966,recently,0.0007791791367687808,of investment,9.999999999999945,management and,0.0014052133898127357
bracelet,5.999999999999966,do,0.0007780428034509738,rank score,9.999999999999945,biomedical domain,0.001404783617348489
unnormalized,5.999999999999966,tend,0.0007771301893019179,network teaching,9.999999999999945,sense disambiguation,0.001404783617348489
ddm,5.999999999999966,granularity,0.0007757285036844534,interconnected power,9.999999999999945,code the,0.001404783617348489
bouldin,5.999999999999966,send,0.0007757285036844534,crew behavior,9.999999999999945,accidents in,0.001404783617348489
airplane,5.999999999999966,ratings,0.0007757285036844534,inter event,9.999999999999945,research topics,0.001404783617348489
sobel,5.999999999999966,confirmed,0.0007757285036844534,crime against,9.999999999999945,companies and,0.001404783617348489
textmining,5.999999999999966,2009,0.0007751752761024858,intensity is,9.999999999999945,arabic texts,0.001404783617348488
soa,5.999999999999966,mitigate,0.0007746230566801852,by extending,9.999999999999945,the bug,0.0014045071298076257
bootstrapping,5.999999999999966,2014,0.0007746230566801852,small micro,9.999999999999945,of its,0.0014035077573068397
akin,5.999999999999966,moving,0.0007722597804462302,marine soundscape,9.999999999999945,results are,0.0014034827591044973
albania,5.999999999999966,layers,0.000771546956591096,classify news,9.999999999999945,means of,0.0014031099394605341
unl,5.999999999999966,firstly,0.000770672891034354,instagram users,9.999999999999945,era of,0.001402253341230746
aligns,5.999999999999966,psychological,0.0007699928184757487,instagram sellers,9.999999999999945,people to,0.001402253341230746
cahd,5.999999999999966,depending,0.0007694818445016568,tracking controller,9.999999999999945,classifier for,0.0013997858473915764
bmvo,5.999999999999966,intervention,0.0007694629828838119,innovation potentials,9.999999999999945,systems for,0.0013984737649364812
blynk,5.999999999999966,2010,0.0007694629828838119,of packets,9.999999999999945,these methods,0.001397325855873155
bloggers,5.999999999999966,influences,0.0007694629828838119,technical colleges,9.999999999999945,the methodology,0.0013972979352598882
dec,5.999999999999966,64,0.0007694629828838119,of panchagavya,9.999999999999945,tries to,0.0013972979352598882
theorems,5.999999999999966,restrictions,0.0007694395908937257,skin cancer,9.999999999999945,many cases,0.0013971843950999086
bleaching,5.999999999999966,profiling,0.0007691633553920862,tradeoff between,9.999999999999945,to conventional,0.0013971843950999086
bldcms,5.999999999999966,ones,0.0007681351047000391,western media,9.999999999999945,much attention,0.0013971843950999086
blades,5.999999999999966,concerned,0.0007657518917223117,space vector,9.999999999999945,outcomes of,0.0013971843950999086
therapists,5.999999999999966,supported,0.0007640845954981724,massive text,9.999999999999945,expanding the,0.0013971843950999086
bipedal,5.999999999999966,implement,0.0007628626701040508,of pmsm,9.999999999999945,relationships among,0.0013971843950999086
thickness,5.999999999999966,close,0.0007627644810376229,of mppt,9.999999999999945,cases the,0.0013971843950999086
allocate,5.999999999999966,becoming,0.0007604042708322578,query topic,9.999999999999945,limit the,0.0013971843950999086
uno,5.999999999999966,considerable,0.0007599365538723448,query term,9.999999999999945,to prove,0.0013971843950999086
dd,5.999999999999966,teacher,0.0007584968653966163,bandwidth parameter,9.999999999999945,queries for,0.0013971843950999086
termsets,5.999999999999966,enables,0.0007584017656828103,query sets,9.999999999999945,context in,0.0013971843950999086
breathing,5.999999999999966,achieved,0.0007576905205415171,query refinement,9.999999999999945,and public,0.0013971843950999086
c4,5.999999999999966,verify,0.0007571556818042101,traceability recovery,9.999999999999945,exploiting the,0.0013971843950999086
wtg,5.999999999999966,stronger,0.000754474973355795,query optimization,9.999999999999945,result we,0.0013971843950999086
danzhong,5.999999999999966,inform,0.000754474973355795,of propositional,9.999999999999945,of defect,0.0013968239783905406
wts,5.999999999999966,norms,0.000754474973355795,multi objectives,9.999999999999945,to replace,0.0013968239783905406
solo,5.999999999999966,enriching,0.000754474973355795,cybersecurity news,9.999999999999945,measures are,0.0013968239783905406
tec,5.999999999999966,styles,0.000754474973355795,input multi,9.999999999999945,words of,0.0013968239783905406
affordable,5.999999999999966,split,0.000754474973355795,questions text,9.999999999999945,to segment,0.0013968239783905406
tekong,5.999999999999966,latency,0.0007542001656049629,of oral,9.999999999999945,learning process,0.0013968239783905406
xinshu,5.999999999999966,said,0.0007537647370181285,mass yield,9.999999999999945,english language,0.0013968239783905406
daubechies4,5.999999999999966,outcomes,0.00075375590169447,traffic accident,9.999999999999945,to serve,0.0013968239783905406
davies,5.999999999999966,bidirectional,0.0007536462663926876,insights on,9.999999999999945,the personalized,0.0013968239783905406
xlnet,5.999999999999966,photo,0.0007536462663926876,cumulative gain,9.999999999999945,the messages,0.0013968239783905406
unsaturated,5.999999999999966,opening,0.0007536462663926876,insights for,9.999999999999945,volume and,0.0013968239783905406
telemedicine,5.999999999999966,played,0.0007536462663926876,teaching information,9.999999999999945,documents such,0.0013968239783905406
db4,5.999999999999966,verifying,0.0007536462663926876,sliding surface,9.999999999999945,visualization and,0.0013968239783905406
television,5.999999999999966,visit,0.0007536456799140442,current search,9.999999999999945,in health,0.0013968239783905406
templates,5.999999999999966,github,0.0007536456799140442,current sensor,9.999999999999945,of sentence,0.0013959945153069336
agglomerative,5.999999999999966,svms,0.0007536456799140442,of noise,9.999999999999945,data extraction,0.0013959945153069336
broccoli,5.999999999999966,approve,0.0007536456799140442,base fuzzy,9.999999999999945,are demonstrated,0.0013959945153069336
unravel,5.999999999999966,river,0.0007536456799140442,of object,9.999999999999945,and fault,0.0013959945153069336
xsg,5.999999999999966,highway,0.0007536456799140442,input uncertainties,9.999999999999945,information fusion,0.0013954438906942507
unranked,5.999999999999966,cv,0.0007536456799140442,customer complaint,9.999999999999945,use and,0.0013949493161904561
britannica,5.999999999999966,lookup,0.0007536456799140442,mismatch problem,9.999999999999945,the degree,0.0013949493161904561
dcdistance,5.999999999999966,approved,0.0007536456799140442,input signal,9.999999999999945,efficient data,0.0013949117867363189
brightness,5.999999999999966,memories,0.0007536456799140442,10 tm,9.999999999999945,and predict,0.0013949117867363189
citing,5.999999999999966,usa,0.0007536456799140442,customer sentiment,9.999999999999945,regard to,0.0013949117867363189
clamped,5.999999999999966,transferred,0.0007536456799140442,and modeling,9.999999999999945,the industrial,0.0013949117867363189
biomarker,5.999999999999966,referenced,0.0007536456799140442,transformer health,9.999999999999945,network using,0.0013949117867363189
vsi,5.999999999999966,mellitus,0.0007536456799140442,mining plays,9.999999999999945,test cases,0.0013949117867363189
warming,5.999999999999966,signatures,0.0007536456799140442,content placement,9.999999999999945,language of,0.0013949117867363189
conferences,5.999999999999966,suspected,0.0007536456799140442,system response,9.999999999999945,clustering based,0.0013949117867363189
conduction,5.999999999999966,distorted,0.0007536456799140442,control are,9.999999999999945,of operation,0.0013949117867363189
streamline,5.999999999999966,tutorial,0.0007536456799140442,it gives,9.999999999999945,on domain,0.0013949117867363189
counterfeiting,5.999999999999966,contrastive,0.0007536456799140442,control framework,9.999999999999945,messages and,0.0013949117867363189
concytec,5.999999999999966,undefined,0.0007536456799140442,control fuzzy,9.999999999999945,challenging task,0.001394907318196613
wirarb,5.999999999999966,webpage,0.0007536456799140442,cloud image,9.999999999999945,from these,0.0013947962374630755
wallet,5.999999999999966,nets,0.0007536456799140442,roman urdu,9.999999999999945,of common,0.0013943585591543513
stresses,5.999999999999966,housing,0.0007536456799140442,islanding detection,9.999999999999945,pre training,0.0013943585591543513
wabl,5.999999999999966,windows,0.0007536456799140442,control object,9.999999999999945,robust and,0.0013943585591543513
5g,5.999999999999966,warnings,0.0007536456799140442,control process,9.999999999999945,scheme based,0.0013943585591543513
vtol,5.999999999999966,specifying,0.0007536456799140442,where is,9.999999999999945,fail to,0.0013943585591543513
vse,5.999999999999966,khz,0.0007536456799140442,soccer robot,9.999999999999945,model using,0.0013938263093822472
warranty,5.999999999999966,seller,0.0007536456799140442,and extracted,9.999999999999945,time based,0.0013935306069342342
vsc,5.999999999999966,elastic,0.0007536456799140442,mutually inversistic,9.999999999999945,sense of,0.0013935306069342342
vqs,5.999999999999966,attendees,0.0007536456799140442,recognition model,9.999999999999945,model that,0.0013932459119720955
courseware,5.999999999999966,sadness,0.0007536456799140442,rotational speed,9.999999999999945,for data,0.001393150565580148
vortis,5.999999999999966,organs,0.0007536456799140442,of dimensionality,9.999999999999945,effect on,0.0013930103586893986
volunteered,5.999999999999966,analog,0.0007536456799140442,control was,9.999999999999945,them to,0.0013926134406402361
volt,5.999999999999966,bacterial,0.0007536456799140442,controlled and,9.999999999999945,of learning,0.001391404822415932
compositional,5.999999999999966,biomedicine,0.0007536456799140442,and failure,9.999999999999945,entities in,0.0013898204274246408
700,5.999999999999966,psychology,0.0007536456799140442,user influence,9.999999999999945,and development,0.0013890887078677806
vitae,5.999999999999966,os,0.0007536456799140442,educational resources,9.999999999999945,based approaches,0.001385903704122963
cows,5.999999999999966,dependable,0.0007536456799140442,capacity is,9.999999999999945,propose to,0.0013835124433737127
79,5.999999999999966,dominance,0.0007536456799140442,into data,9.999999999999945,and processing,0.0013835124433737127
spmv,5.999999999999966,credit,0.0007536456799140442,its control,9.999999999999945,and make,0.0013832673031540146
52,5.999999999999966,inversion,0.0007536456799140442,j48 classifier,9.999999999999945,from various,0.0013776692710933485
stocks,5.999999999999966,fundamentals,0.0007536456799140442,its value,9.999999999999945,with more,0.001377469458143031
speaker,5.999999999999966,gates,0.0007536456799140442,manual grading,9.999999999999945,data by,0.001377469458143031
waves,5.999999999999966,angles,0.0007536456799140442,its type,9.999999999999945,optimization pso,0.0013767065222053312
stabilizers,5.999999999999966,falls,0.0007536456799140442,car braking,9.999999999999945,adjusting the,0.0013767065222053312
stages,5.999999999999966,nano,0.0007536456799140442,and eavesdropping,9.999999999999945,to satisfy,0.0013767065222053312
ssr,5.999999999999966,desktop,0.0007533696959934385,system control,9.999999999999945,and students,0.0013767065222053312
ssh,5.999999999999966,digitization,0.0007533696959934385,trending topics,9.999999999999945,of traffic,0.0013767065222053312
webots,5.999999999999966,abstractive,0.0007533696959934385,minimization of,9.999999999999945,meanwhile the,0.0013767065222053312
contracts,5.999999999999966,homomorphic,0.0007533696959934385,it3 fls,9.999999999999945,documents as,0.0013767065222053312
stasis,5.999999999999966,consecutive,0.0007533696959934385,and entropy,9.999999999999945,with three,0.0013767065222053312
states,5.999999999999966,multicriteria,0.0007533696959934385,bayes multinomial,9.999999999999945,design is,0.0013767065222053312
sr04,5.999999999999966,illness,0.0007533696959934385,an induction,9.999999999999945,in view,0.0013767065222053312
sr,5.999999999999966,cameras,0.0007533696959934385,recruitment information,9.999999999999945,tool that,0.0013767065222053312
william,5.999999999999966,modifying,0.0007533696959934385,battery storage,9.999999999999945,to see,0.0013767065222053312
contextually,5.999999999999966,marking,0.0007533696959934385,robustness against,9.999999999999945,methodology and,0.0013767065222053312
squirrel,5.999999999999966,workforce,0.0007533696959934385,cluster analysis,9.999999999999945,classification process,0.0013767065222053312
washer,5.999999999999966,overflow,0.0007533696959934385,study applied,9.999999999999945,refers to,0.0013761367122178104
contact,5.999999999999966,promotion,0.0007533696959934385,user context,9.999999999999945,paper is,0.001373302116999692
steepening,5.999999999999966,debugging,0.0007533696959934385,of cow,9.999999999999945,to know,0.0013732117185199892
wimax,5.999999999999966,linux,0.0007533696959934385,system t1,9.999999999999945,the intelligent,0.0013731038479197193
watt,5.999999999999966,edit,0.0007533696959934385,of disturbance,9.999999999999945,less than,0.001373065675698679
waterway,5.999999999999966,isolated,0.0007533696959934385,retrieval therefore,9.999999999999945,system are,0.0013724678682105152
constructors,5.999999999999966,fasttext,0.0007533696959934385,of heat,9.999999999999945,finding the,0.0013718276049487482
corroboration,5.999999999999966,unidentified,0.0007533696959934385,network selection,9.999999999999945,an initial,0.0013712749243032802
watermelon,5.999999999999966,miss,0.0007533696959934385,converter for,9.999999999999945,language text,0.0013712749243032802
cortex,5.999999999999966,bc,0.0007533696959934385,can analyze,9.999999999999945,advances in,0.0013709986241715877
watermarking,5.999999999999966,standalone,0.0007533696959934385,based reranking,9.999999999999945,calculating the,0.0013709986241715877
wastewater,5.999999999999966,mentions,0.0007533696959934385,ir with,9.999999999999945,data obtained,0.0013681982355919272
stimulants,5.999999999999966,taught,0.0007533696959934385,rc car,9.999999999999945,of datasets,0.0013681982355919272
cpl,5.999999999999966,chatgpt,0.0007533696959934385,based power,9.999999999999945,dataset in,0.0013681982355919272
cpss,5.999999999999966,defective,0.0007533696959934385,of handover,9.999999999999945,and several,0.0013681982355919272
spm,5.999999999999966,governmental,0.0007533696959934385,mining models,9.999999999999945,is technique,0.0013681982355919272
cs,5.999999999999966,coupling,0.0007533696959934385,ioi size,9.999999999999945,each node,0.0013681982355919272
coarse,5.999999999999966,default,0.0007533696959934385,controller by,9.999999999999945,been observed,0.0013681982355919272
coalbed,5.999999999999966,visiting,0.0007533696959934385,based mining,9.999999999999945,area and,0.0013681982355919272
cnc,5.999999999999966,visible,0.0007533696959934385,translate the,9.999999999999945,achieve better,0.0013681982355919272
cmucam5,5.999999999999966,hands,0.0007533696959934385,of ice,9.999999999999945,allows us,0.0013681982355919272
vcga,5.999999999999966,advice,0.0007533696959934385,of identity,9.999999999999945,dataset to,0.0013681982355919272
cryptocurrencies,5.999999999999966,prostate,0.0007533696959934385,mining online,9.999999999999945,from such,0.0013681982355919272
supervisory,5.999999999999966,metabolism,0.0007533696959934385,introduces fuzzy,9.999999999999945,and issues,0.0013681982355919272
supinated,5.999999999999966,floating,0.0007533696959934385,of incident,9.999999999999945,data of,0.001366234282246223
wmr,5.999999999999966,continued,0.0007533696959934385,rapid miner,9.999999999999945,results show,0.0013658909445731842
abstraction,5.999999999999966,represented,0.0007531733026608003,of indicators,9.999999999999945,to illustrate,0.0013632805226113506
supplement,5.999999999999966,definite,0.000753093963195622,requests and,9.999999999999945,is difficult,0.0013579863788673137
clue,5.999999999999966,star,0.000753093963195622,real and,9.999999999999945,variety of,0.0013570968641724154
club,5.999999999999966,fragments,0.000753093963195622,clir systems,9.999999999999945,results and,0.0013535849759212055
violate,5.999999999999966,networked,0.000753093963195622,user relationship,9.999999999999945,needs of,0.0013533064968085859
abusive,5.999999999999966,mineral,0.000753093963195622,is produced,9.999999999999945,to calculate,0.0013533064968085859
clouds,5.999999999999966,bed,0.000753093963195622,controller gives,9.999999999999945,technology to,0.0013524314165520796
supplying,5.999999999999966,broaden,0.000753093963195622,controller it,9.999999999999945,and neural,0.0013519488517553645
clone,5.999999999999966,allocating,0.000753093963195622,speed error,9.999999999999945,the concepts,0.001351819819115768
cliques,5.999999999999966,foundations,0.000753093963195622,and flc,9.999999999999945,sets with,0.0013514082049018291
clip,5.999999999999966,nation,0.000753093963195622,retrieval technologies,9.999999999999945,of financial,0.0013500245023875933
accelerate,5.999999999999966,pm,0.000753093963195622,controller will,9.999999999999945,of health,0.001348372414591288
ctin,5.999999999999966,alarms,0.000753093963195622,controllers is,9.999999999999945,and self,0.0013480799127017335
surabaya,5.999999999999966,virtually,0.000753093963195622,3d information,9.999999999999945,features the,0.0013480745958376734
var,5.999999999999966,rescue,0.000753093963195622,mechatronic system,9.999999999999945,to monitor,0.0013480745958376734
cleaner,5.999999999999966,spreading,0.000753093963195622,based wind,9.999999999999945,and feature,0.0013469432392741397
accommodation,5.999999999999966,geolocation,0.000753093963195622,status file,9.999999999999945,identification and,0.0013438713215047685
ablation,5.999999999999966,notably,0.000753093963195622,mining edm,9.999999999999945,to carry,0.0013411378669426306
abir,5.999999999999966,complemented,0.000753093963195622,real valued,9.999999999999945,the prototype,0.0013396400233715092
aakr,5.999999999999966,proposition,0.000753093963195622,conventional control,9.999999999999945,and find,0.0013377996485926572
coder,5.999999999999966,artistic,0.000753093963195622,statistics retrieval,9.999999999999945,based approach,0.0013370194554307132
competences,5.999999999999966,transform,0.0007507410592463518,can offer,9.999999999999945,experience and,0.0013364477963173048
vikipedi,5.999999999999966,enabling,0.0007503452760514407,is detected,9.999999999999945,of linguistic,0.0013364477963173048
subsidiaries,5.999999999999966,indicates,0.0007500051332896898,rule explosion,9.999999999999945,by users,0.001335062828988539
vienna,5.999999999999966,visually,0.0007494313600485952,mean reciprocal,9.999999999999945,is modeled,0.001335062828988539
vice,5.999999999999966,great,0.000747131781985334,the publication,9.999999999999945,to process,0.001334688030941218
commutative,5.999999999999966,universal,0.0007465300074471362,fault in,9.999999999999945,mine the,0.0013345106095662383
commutated,5.999999999999966,much,0.0007442067852694908,event information,9.999999999999945,average value,0.0013333999500579879
subsystems,5.999999999999966,he,0.0007427617118771698,the inverter,9.999999999999945,dimension reduction,0.0013331242172601706
veterinary,5.999999999999966,maps,0.0007422932620832169,expression recognition,9.999999999999945,the player,0.0013331228760385377
vessels,5.999999999999966,directions,0.000740717763491802,art information,9.999999999999945,news classification,0.0013331228760385377
20th,5.999999999999966,details,0.0007404229455820113,for diagnosis,9.999999999999945,indexing approach,0.0013331228760385377
ves,5.999999999999966,appear,0.0007403135536933926,extensive experimental,9.999999999999945,hybrid electric,0.0013331228760385377
credibility,5.999999999999966,estimating,0.0007389285863646268,point mpp,9.999999999999945,text articles,0.0013331228760385377
colors,5.999999999999966,gradually,0.0007382274694905707,precision at,9.999999999999945,intelligent fuzzy,0.0013331228760385377
colored,5.999999999999966,journal,0.0007380377423933855,hk graph,9.999999999999945,confusion matrix,0.0013331228760385377
verilog,5.999999999999966,sorted,0.0007380374908121847,external disturbances,9.999999999999945,crisp output,0.0013331228760385377
suicide,5.999999999999966,innovations,0.0007380374908121838,probabilistic models,9.999999999999945,the fuel,0.0013331228760385377
spi,5.999999999999966,reader,0.0007380369881083617,the steam,9.999999999999945,ontology has,0.0013331228760385377
wlan,5.999999999999966,black,0.0007380369881083617,probabilistic system,9.999999999999945,feedback mechanism,0.0013331228760385377
sula,5.999999999999966,wise,0.0007380369881083617,financial time,9.999999999999945,battery power,0.0013331228760385377
critics,5.999999999999966,writer,0.0007380369881083617,financial market,9.999999999999945,battery management,0.0013331228760385377
sulfide,5.999999999999966,specify,0.0007380369881083617,performing literature,9.999999999999945,hoc network,0.0013331228760385377
verbatim,5.999999999999966,convey,0.0007380369881083617,their products,9.999999999999945,based speed,0.0013331228760385377
sundanese,5.999999999999966,replacement,0.0007380369881083617,this protocol,9.999999999999945,bus voltage,0.0013331228760385377
speedup,5.999999999999966,globe,0.0007380369881083617,extracting interesting,9.999999999999945,input voltage,0.0013331228760385377
biomimetics,5.999999999999966,05,0.0007380369881083617,the sugeno,9.999999999999945,media posts,0.0013331228760385377
adi,5.999999999999966,competing,0.0007380369881083617,applies text,9.999999999999945,of customers,0.0013331228760385377
copyright,5.999999999999966,lifecycle,0.0007380369881083617,area networks,9.999999999999945,fuzzy truth,0.0013331228760385377
audiovisual,5.999999999999966,nations,0.0007380369881083617,thesaurus and,9.999999999999945,distributed generation,0.0013331228760385377
apparel,5.999999999999966,accompanied,0.0007380369881083617,the simulations,9.999999999999945,highest similarity,0.0013331228760385377
authored,5.999999999999966,technically,0.0007380369881083617,from pv,9.999999999999945,management strategy,0.0013331228760385377
traits,5.999999999999966,diversified,0.0007380369881083617,from matlab,9.999999999999945,current harmonics,0.0013331228760385377
austria,5.999999999999966,reviewed,0.000737855433025702,privacy leakage,9.999999999999945,the scheduling,0.0013331228760385377
096,5.999999999999966,11,0.000737855433025702,hailing service,9.999999999999945,and velocity,0.0013331228760385377
slrs,5.999999999999966,varies,0.000737855433025702,government and,9.999999999999945,modal hashing,0.0013331228760385377
degumming,5.999999999999966,young,0.0007374852713899396,energy source,9.999999999999945,the levenshtein,0.0013331228760385377
skillful,5.999999999999966,prevalent,0.0007374852713899396,the policies,9.999999999999945,workshop on,0.0013331228760385377
auditory,5.999999999999966,cable,0.0007374852713899387,water quality,9.999999999999945,kappa score,0.0013331228760385377
auditors,5.999999999999966,sheet,0.0007374852713899387,our paper,9.999999999999945,integrated fuzzy,0.0013331228760385377
sm,5.999999999999966,assistant,0.0007374852713899387,photovoltaic power,9.999999999999945,relevance scores,0.0013331228760385377
defuzzify,5.999999999999966,maintainability,0.0007374852713899387,the defect,9.999999999999945,case description,0.0013331228760385377
aucf,5.999999999999966,recommend,0.0007372092874693898,flss the,9.999999999999945,contrast enhancement,0.0013331228760385377
twusm,5.999999999999966,transactions,0.0007372092874693898,vrt browser,9.999999999999945,linguistic uncertainties,0.0013331228760385377
transesophageal,5.999999999999966,prospect,0.0007372092874693885,wordnet ontology,9.999999999999945,semantic data,0.0013331228760385377
attorney,5.999999999999966,supervision,0.0007372092874693885,this limitation,9.999999999999945,ranking method,0.0013331228760385377
attenuate,5.999999999999966,trials,0.0007372092874693885,arabic qass,9.999999999999945,literature reviews,0.0013331228760385377
attains,5.999999999999966,towards,0.0007367388469492952,flss are,9.999999999999945,xml document,0.0013331228760385377
yarns,5.999999999999966,vision,0.0007343156936667531,precision than,9.999999999999945,cbir system,0.0013331228760385377
attachments,5.999999999999966,grouped,0.0007340995758852277,the buck,9.999999999999945,motor pwm,0.0013331228760385377
undergone,5.999999999999966,special,0.0007334112264782647,hindi clir,9.999999999999945,moisture and,0.0013331228760385377
translator,5.999999999999966,feeding,0.0007326700636527028,from students,9.999999999999945,dc link,0.0013331228760385377
skl,5.999999999999966,compound,0.0007326700636527028,opinion analysis,9.999999999999945,connected photovoltaic,0.0013331228760385377
apf,5.999999999999966,west,0.0007323938281510634,hospitality industry,9.999999999999945,humidity control,0.0013331228760385377
approval,5.999999999999966,attacks,0.0007321178442304022,we extracted,9.999999999999945,boost dc,0.0013331228760385377
annually,5.999999999999966,spring,0.0007321178442304022,the bm25,9.999999999999945,evolutionary algorithm,0.0013331228760385377
uncoded,5.999999999999966,scales,0.0007321178442304022,semantic spaces,9.999999999999945,and trapezoidal,0.0013331228760385368
bco,5.999999999999966,though,0.0007321073324876781,phenotyping definitions,9.999999999999945,of voltage,0.0013331228760385368
deepct,5.999999999999966,verified,0.0007305088740679842,emotional intelligence,9.999999999999945,factor correction,0.0013331228760385368
tons,5.999999999999966,efforts,0.000729984841933845,the tcm,9.999999999999945,right motor,0.0013331228760385368
tooth,5.999999999999966,last,0.000728375483183971,the zadeh,9.999999999999945,similarity value,0.0013331228760385368
defects4j,5.999999999999966,rates,0.0007280426031971874,power tracking,9.999999999999945,standard fuzzy,0.0013331228760385368
ums,5.999999999999966,continuously,0.0007270979020617503,pir problem,9.999999999999945,file size,0.0013331228760385368
topmost,5.999999999999966,received,0.0007258972056805356,fang yao,9.999999999999945,gt2 fls,0.0013331228760385368
topos,5.999999999999966,resolve,0.0007247736795249421,policy recommendation,9.999999999999945,vertical handoff,0.0013331228760385368
banda,5.999999999999966,providing,0.0007243362043179227,genetic fuzzy,9.999999999999945,li ion,0.0013331228760385368
baihui,5.999999999999966,yet,0.000723968711907965,for edge,9.999999999999945,defect texts,0.0013331228760385368
aperture,5.999999999999966,slow,0.0007220614080400744,the tennis,9.999999999999945,index structure,0.0013331228760385368
slicing,5.999999999999966,manage,0.0007217891000683594,html files,9.999999999999945,exhaust fan,0.0013331228760385368
bagging,5.999999999999966,showing,0.0007212636759731965,even in,9.999999999999945,motor control,0.0013331228760385368
